,year,province,immigrant_status,labour_force_character,gender,age_group,metrics,total
137071,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
137073,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,49.0
137074,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,282.0
137075,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,8.0
137081,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,27.0
137082,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,356.0
137083,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,15.0
137085,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,23.0
137086,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,228.0
137087,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,5.0
137093,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,19.0
137094,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,30.0
137095,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,
137097,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,26.0
137098,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,54.0
137099,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
137105,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,6.0
137106,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,18.0
137107,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
137109,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,8.0
137110,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,36.0
137111,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,3.0
137117,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,29.0
137118,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,31.0
137119,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,17.0
137121,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,30.0
137122,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,97.0
137123,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,26.0
137765,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,82.0
137766,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,439.0
137767,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,35.0
137769,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,87.0
137770,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,423.0
137771,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,35.0
137777,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,54.0
137778,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,406.0
137779,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,17.0
137781,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,58.0
137782,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,320.0
137783,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,10.0
137789,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,48.0
137790,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,388.0
137791,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
137793,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,50.0
137794,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,282.0
137795,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,8.0
137801,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,28.0
137802,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,363.0
137803,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,14.0
137805,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,23.0
137806,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,232.0
137807,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,5.0
137813,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,20.0
137814,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,24.0
137815,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
137817,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,28.0
137818,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,50.0
137819,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,4.0
137825,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,5.0
137826,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,19.0
137827,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,
137829,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,7.0
137830,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,38.0
137831,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
137837,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,28.0
137838,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,33.0
137839,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,18.0
137841,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,30.0
137842,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,103.0
137843,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,25.0
138485,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,83.0
138486,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,444.0
138487,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,37.0
138489,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,92.0
138490,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,434.0
138491,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,36.0
138497,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,52.0
138498,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,408.0
138499,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,16.0
138501,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,62.0
138502,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,326.0
138503,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,10.0
138509,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,48.0
138510,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,389.0
138511,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,15.0
138513,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,57.0
138514,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,285.0
138515,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,9.0
138521,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,28.0
138522,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,365.0
138523,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
138525,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,27.0
138526,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,236.0
138527,2022,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,5.0
138533,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,20.0
138534,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,24.0
138535,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
138537,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,30.0
138538,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,49.0
138539,2022,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,4.0
138545,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,4.0
138546,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,19.0
138547,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,
138549,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,5.0
138550,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,42.0
138551,2022,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,
138557,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,31.0
138558,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,36.0
138559,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,21.0
138561,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,29.0
138562,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,108.0
138563,2022,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,26.0
139205,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,87.0
139206,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,453.0
139207,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,37.0
139209,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,95.0
139210,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,443.0
139211,2022,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,34.0
139217,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,55.0
139218,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,415.0
139219,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,14.0
139221,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,65.0
139222,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,335.0
139223,2022,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,8.0
139229,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,51.0
139230,2022,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,396.0
